disease,symptom
Meckel syndrome,Absence of septum pellucidum
Meckel syndrome,Hydrocephaly
Meckel syndrome,Small lower jaw
Meckel syndrome,Cerebral hypoplasia
Meckel syndrome,Absence of olfactory lobes
Meckel syndrome,Absence of olfactory tract
Meckel syndrome,Kidney cyst formation
Meckel syndrome,Undescended testicles
Meckel syndrome,Lack of sense of small
Meckel syndrome,Kidney dysplasia
Meckel syndrome,Liver cysts
Meckel syndrome,Absence of corpus callosum
Meckel syndrome,Sloping forehead
Meckel syndrome,Growth deficiencies
Meckel syndrome,Ear anomalies
Meckel syndrome,Short neck
Meckel syndrome,Liver fibrosis
Meckel syndrome,Ear pain
Meckel syndrome,Clubfoot
Meckel syndrome,Anencephaly
Meckel syndrome,Small eyes
Meckel syndrome,Arnold-chiari malformation
Black widow spider envenomation,Nausea
Black widow spider envenomation,Increased salivation
Black widow spider envenomation,Abdominal rigidity
Black widow spider envenomation,Paresthesia
Black widow spider envenomation,Pyuria
Black widow spider envenomation,High blood pressure
Black widow spider envenomation,Headaches
Black widow spider envenomation,Tissue destruction around site of bite
Black widow spider envenomation,Proteinuria
Black widow spider envenomation,Muscle spasms
Black widow spider envenomation,Pain at site of bite
Black widow spider envenomation,Myocarditis
Black widow spider envenomation,Microscopic blood in urine
Black widow spider envenomation,Redness at site of bite
Black widow spider envenomation,Swelling around site of bite
Black widow spider envenomation,Peripheral neuropathies
Black widow spider envenomation,Muscle weakness
Black widow spider envenomation,Sweating
Black widow spider envenomation,Rash around site of bite
Black widow spider envenomation,Abdominal pain
Black widow spider envenomation,Priapism
Black widow spider envenomation,Urinary retention
Black widow spider envenomation,Lymphadenopathy
Black widow spider envenomation,Leukocytosis
Black widow spider envenomation,Fever
Black widow spider envenomation,Hyperreflexia
Black widow spider envenomation,Rigidity of muscles
Black widow spider envenomation,Muscle twitching
Black widow spider envenomation,Rapid breathing
Black widow spider envenomation,Droopy eyelids
Lathosterolosis,Enlarged liver
Lathosterolosis,High arched palate
Lathosterolosis,Small head
Lathosterolosis,Anteverted nostrils
Lathosterolosis,Genital anomalies
Lathosterolosis,Extra little toes
Lathosterolosis,Reduced muscle tone
Lathosterolosis,Cleft palate
Lathosterolosis,Brain (cerebral) calcification
Lathosterolosis,Webbed toes
Lathosterolosis,Small jaw
Lathosterolosis,Craniofacial defects
Lathosterolosis,Prominent upper lip
Lathosterolosis,Weak face muscles
Lathosterolosis,Mental retardation
Lathosterolosis,Myoclonus
Lathosterolosis,Receding forehead
Lathosterolosis,Congenital malformations
Lathosterolosis,Liver disease
Lathosterolosis,Enlarged gums
Lathosterolosis,Severe psychomotor delay
Lathosterolosis,White matter demyelination
Lathosterolosis,Cloudy corneas
Smith-magenis syndrome,Short statures
Smith-magenis syndrome,Downturned mouth
Smith-magenis syndrome,Kidney defects
Smith-magenis syndrome,Impulsive behaviour
Smith-magenis syndrome,Full cheeks
Smith-magenis syndrome,Hyperactivity
Smith-magenis syndrome,Short fingers
Smith-magenis syndrome,Hearing difficulties
Smith-magenis syndrome,Behavioral problems
Smith-magenis syndrome,Picking at skin
Smith-magenis syndrome,Easily distracted
Smith-magenis syndrome,Reduced sensitivity to pain
Smith-magenis syndrome,Dental problems
Smith-magenis syndrome,Easily excited
Smith-magenis syndrome,"Inserting foreign objects into body orifices e.g. nose, ears"
Smith-magenis syndrome,Delayed development of gross and fine motor skills
Smith-magenis syndrome,Affectionate personality but prone to temper tantrums
Smith-magenis syndrome,Sleep problems
Smith-magenis syndrome,Delayed development of language skills
Smith-magenis syndrome,Moodiness
Smith-magenis syndrome,Short toes
Smith-magenis syndrome,Reduced reflexes
Smith-magenis syndrome,Impaired intelligence
Smith-magenis syndrome,Constipations
Smith-magenis syndrome,Weak tongue
Smith-magenis syndrome,Hitting and biting others or themselves
Smith-magenis syndrome,Open mouth posture
Smith-magenis syndrome,Deep set eyes
Smith-magenis syndrome,Dislike of food textures
Smith-magenis syndrome,Poor suck or swallowing
Smith-magenis syndrome,Middle ear problems
Smith-magenis syndrome,Prominent lower jaw
Smith-magenis syndrome,Delayed toileting skills
Smith-magenis syndrome,Flat feet
Smith-magenis syndrome,Attention-seeking behavior
Smith-magenis syndrome,Frequent self-hugging
Smith-magenis syndrome,Dark eyebrows
Smith-magenis syndrome,Larynx anomalies
Smith-magenis syndrome,Square-shaped face
Smith-magenis syndrome,Head banging
Smith-magenis syndrome,Fused eyebrows
Smith-magenis syndrome,Scoliosis
Smith-magenis syndrome,Drooling
Smith-magenis syndrome,Mental retardation
Smith-magenis syndrome,Teeth grinding
Smith-magenis syndrome,Flattened midface
Smith-magenis syndrome,Heart defect
Smith-magenis syndrome,Reduced muscle tone in infants
Smith-magenis syndrome,Developmental delay
Smith-magenis syndrome,Broad-based gait
Smith-magenis syndrome,Hoarse voice
Smith-magenis syndrome,Vision problems
Smith-magenis syndrome,Delayed speech development
Smith-magenis syndrome,Self-injury
Smith-magenis syndrome,Aggressive behavior
Ankle conditions,Paresthesia
Ankle conditions,Walking difficulties
Ankle conditions,Swelling
Alstrom syndrome,Hypogonadism in males
Alstrom syndrome,Childhood blindness
Alstrom syndrome,Sensitivity to light
Alstrom syndrome,Infantile obesity
Alstrom syndrome,Blindness
Alstrom syndrome,Baldness
Alstrom syndrome,Heart muscle disease
Alstrom syndrome,Hyperuricemia
Alstrom syndrome,Impaired hearing
Alstrom syndrome,Hypertriglyceridemia
Alstrom syndrome,Sensorineural deafness
Alstrom syndrome,Impaired kidney function
Alstrom syndrome,Impaired vision
Alstrom syndrome,Liver disease
Alstrom syndrome,Nystagmus
Alstrom syndrome,Insulin resistant diabetes mellitus
Amnesic disorder,Impaired learning ability
Amnesic disorder,Impaired ability to create new memories
Amnesic disorder,Loss of memory
Barth syndrome,Skeletal problems
Barth syndrome,Increased urine level of 2-ethyl-hydracrilic acid
Barth syndrome,Endocardial fibroelastosis
Barth syndrome,Enlarged heart
Barth syndrome,Skeletal myopathy
Barth syndrome,Reduced white blood cells
Barth syndrome,Weak heart
Barth syndrome,Increased urine level of 3-methylglutaconic acid
Barth syndrome,Retarded growth
Czeizel syndrome,Uterus abnormalities
Czeizel syndrome,Cleft palate
Czeizel syndrome,Infant death
Czeizel syndrome,Vaginal abnormalities
Czeizel syndrome,Stillbirth
Czeizel syndrome,Omphalocele
Czeizel syndrome,Swelling of the brain (hydrocephalus)
Imperforate anus,Absent anus
Imperforate anus,Abnormal anus
Imperforate anus,Rectal opening into vagina
Imperforate anus,Rectal opening near scrotum
Chemical poisoning -- antu,Nausea
Chemical poisoning -- antu,Breathing difficulties
Chemical poisoning -- antu,Mild liver damage
Chemical poisoning -- antu,Abdominal pain
Chemical poisoning -- antu,Cyanosis
Garden chrysanthemum poisoning,Burning skin
Garden chrysanthemum poisoning,Skin redness
Garden chrysanthemum poisoning,Skin pain
Garden chrysanthemum poisoning,Skin blistering
Congenital nonhemolytic jaundice,Jaundice
Congenital nonhemolytic jaundice,Confusion
Congenital nonhemolytic jaundice,Liver damage
Congenital nonhemolytic jaundice,Yellow skin
Congenital nonhemolytic jaundice,Yellow eyes
Congenital nonhemolytic jaundice,High blood bilirubin level
Elbow conditions,Elbow pain
Elbow conditions,Elbow swelling
Elbow conditions,Difficulty moving elbow
Elbow conditions,Elbow deformities
Elbow conditions,Elbow redness
Superficial basal cell carcinoma,Pink scaly skin plaque
Superficial basal cell carcinoma,Skin plaque which bleeds easily
Superficial basal cell carcinoma,Red skin plaques
Anton's syndrome,Partial or complete vision loss
Anton's syndrome,Denial of vision impairment
Anton's syndrome,Makes excuses for poor vision
Anton's syndrome,Denial of blindness
Homocarnosinosis,Atrophy of brain cortex
Homocarnosinosis,Mental retardation
Homocarnosinosis,Progressive spastic diplegia
Marsden syndrome,Optic atrophy
Marsden syndrome,Visual loss
Marsden syndrome,Dystonia
Halal syndrome,Closely set eyes
Halal syndrome,Small head
Halal syndrome,Camptodactyly
Halal syndrome,Cleft palate
Halal syndrome,Weak face muscles
Halal syndrome,Mental retardation
Halal syndrome,Underdeveloped upper jaw
Halal syndrome,Abnormal dermatoglyphics
Halal syndrome,Goiters
Hip conditions,Decreased mobility
Hip conditions,Limp
Hip conditions,Walking difficulties
Hip conditions,Problems with balance
Hip conditions,Hip pain
Hip conditions,Decreased hip movement
Hip conditions,Knee pain
Hyperinsulinemia,Hypoglycemic attack
Hyperinsulinemia,Symptoms of hypoglycemia
Hyperinsulinemia,Hypoglycemia
Photosensitivity,Skin sensitivity to sunlight
Photosensitivity,Hives after sunlight exposure
Photosensitivity,Dermatitis after sunlight exposure
Photosensitivity,Skin rash from light exposure
Freiberg disease,Red skin over toe joint swelling
Freiberg disease,Fragmented end of toe bone
Freiberg disease,Swollen toe joint
Freiberg disease,Foot pains
Freiberg disease,Foot deformities
Hyperpituitarism,Obese
Hyperpituitarism,Headaches
Hyperpituitarism,Hypertension
Kohler disease,Swollen feet or ankles
Kohler disease,Limp
Kohler disease,Foot pains
"Myopia, severe",Nearsightedness
"Myopia, severe",Impaired vision
"Myopia, severe",Blurred view of distant objects
Myoclonus-ataxia,Intention tremor
Myoclonus-ataxia,Ataxia
Myoclonus-ataxia,Myoclonus
Pierson syndrome,Small penis
Pierson syndrome,High blood pressure
Pierson syndrome,Reduced muscle tone
Pierson syndrome,Small pupils
Pierson syndrome,Weakness in the legs
Pierson syndrome,Movement disorders
Pierson syndrome,Protein in urine
Pierson syndrome,Cataract
Pierson syndrome,Nystagmus
Pierson syndrome,Blood in urine
Nerve conditions,Paresthesia
Nerve conditions,Bowel incontinence
Nerve conditions,Bladder incontinence
Nerve conditions,Pain on movement of limbs
Nerve conditions,Muscle weakness
Ovary conditions,Abdominal swelling
Ovary conditions,Emotional fragility
Ovary conditions,Abdominal pain
Ovary conditions,Vaginal discharge
Ovary conditions,Secondary sexual characteristics
Chronic pneumonitis of infancy,Cough
Chronic pneumonitis of infancy,Runny nose
Chronic pneumonitis of infancy,Progressive breathing difficulty
Chronic pneumonitis of infancy,Cyanosis
Chronic pneumonitis of infancy,Rapid breathing
Biemond syndrome,Short digits
Biemond syndrome,Cerebellar ataxia
Biemond syndrome,Nystagmus
Penis conditions,Penile lump
Penis conditions,Haematuria
Penis conditions,Enlarge lymph nodes
Penis conditions,Abdominal pain
Penis conditions,Penile pain
Penis conditions,Penile bleeding
Penis conditions,Urination difficulties
Mehes syndrome,High arched palate
Mehes syndrome,Narrow space between eyelids
Mehes syndrome,Long groove in upper lip
Mehes syndrome,Weak eye muscles
Mehes syndrome,Low set ears
Mehes syndrome,Asymmetrical face
Mehes syndrome,Wide set eyes
Mehes syndrome,Crossed eyes
Mehes syndrome,Droopy eyelids
Mehes syndrome,Flat cheek bones
Mehes syndrome,Speech delay
Mehes syndrome,Ear lobe creases
Eye neuropathy,Problems with motility of eyes
Eye neuropathy,Reduced pupil response
Eye neuropathy,Droopy eyelids
Familial eosinophilic cellulitis,Itchy skin lesions
Familial eosinophilic cellulitis,Raised skin lesions
Familial eosinophilic cellulitis,Change in color of skin lesion - red to blue
Familial eosinophilic cellulitis,Red skin lesions
Familial eosinophilic cellulitis,Flame-shaped skin lesions
Familial eosinophilic cellulitis,Tender skin lesions
Familial eosinophilic cellulitis,Skin bumps
Familial eosinophilic cellulitis,Blistered skin lesions
Fluke infections,Rashes
Fluke infections,Cough
Fluke infections,Hepatosplenomegaly
Fluke infections,Diarrhoea
Fluke infections,Urticaria
Fluke infections,Wheezes
Fluke infections,Fever
Silver poisoning,Argyria
Silver poisoning,Gastroenteritis
Silver poisoning,Fever
Olmsted syndrome,Spontaneous finger amputation
Olmsted syndrome,Red skin around orifices
Olmsted syndrome,Warty thickening of skin
Olmsted syndrome,Flexion deformities on the fingers
Brain conditions,Headaches
Brain conditions,Sepsis
Brain conditions,Dysarthria
Brain conditions,Loss of eyesight
Brain conditions,Loss of consciousness
Striped blister beetle poisoning,Nausea
Striped blister beetle poisoning,Conjunctivitis
Striped blister beetle poisoning,Gastrointestinal mucosal irritation - ingestion
Striped blister beetle poisoning,Diarrhea
Striped blister beetle poisoning,Skin blisters
Striped blister beetle poisoning,Abdominal pain
Striped blister beetle poisoning,Corneal erosions
Striped blister beetle poisoning,Swallowing difficulties
Striped blister beetle poisoning,Eye swelling
Striped blister beetle poisoning,Mouth irritation
Tonsil disorders,Sore throat
Tonsil disorders,Bleeding
Tonsil disorders,Throat ulcers
Tonsil disorders,Lump in throat
Tonsil disorders,Dysphagia
Tonsil disorders,Swallowing difficulties
Tonsil disorders,Loss of taste
Tonsil disorders,Throat pain
Tonsil disorders,Mouth ulcers
Wrist conditions,Muscle cramps
Wrist conditions,Decreased mobility
Wrist conditions,Wrist pain
Wrist conditions,Wrist swelling
Wrist conditions,Referred pain
Wrist conditions,Fever
Wrist conditions,Wrist lump
Wrist conditions,Arthralgias
Colon conditions,Blood in stool
Colon conditions,Constipations
Colon conditions,Diarrhea
Colon conditions,Abdominal bloating
Colon conditions,Abdominal pain
Colon conditions,Mucus in stool
Colon conditions,Foul smelling stool
Colon conditions,Abdominal cramps
Salcedo syndrome,Short statures
Salcedo syndrome,High blood pressure
Salcedo syndrome,Kidney dysfunction
Salcedo syndrome,Kidney disease
Salcedo syndrome,Kidney failure
Salcedo syndrome,Protein in urine
Salcedo syndrome,Blood in urine
Yellow pleated parasol poisoning,Nausea
Yellow pleated parasol poisoning,Diarrhea
Yellow pleated parasol poisoning,Abdominal pain
Vision disorders,Headaches
Vision disorders,Reduced ability to see distant objects
Vision disorders,Reduced ability to see objects clearly
Vision disorders,Reduced ability to see close objects
Vision disorders,Eyestrain
Vision disorders,Squinting
Vision disorders,Blurred vision
Vision disorders,Impaired vision
Spinal curvature,Spinal curvature
Spinal curvature,Symptoms of scoliosis
Spinal curvature,Symptoms of kyphosis
Spinal curvature,Symptoms of lordosis
Spinal curvature,Abnormal curvature of the spine
Thigh injury,Decreased leg mobility
Thigh injury,Thigh redness
Thigh injury,Thigh pain
Thigh injury,Bruising
Thigh injury,Thigh lump
Thigh injury,Thigh swelling
Nonspecific interstitial pneumonia,Low grade fever
Nonspecific interstitial pneumonia,Dry cough
Nonspecific interstitial pneumonia,Persistent unwell feeling
Nonspecific interstitial pneumonia,Shortness of breath
Plasmodium vivax,Nausea
Plasmodium vivax,Edema
Plasmodium vivax,Diarrhea
Plasmodium vivax,Chills
Plasmodium vivax,Prone to relapse following treatment
Plasmodium vivax,Bouts of fever
Plasmodium ovale,Nausea
Plasmodium ovale,Edema
Plasmodium ovale,Diarrhea
Plasmodium ovale,Chills
Plasmodium ovale,Prone to relapse following treatment
Plasmodium ovale,Bouts of fever
Brody myopathy,Muscle cramps
Brody myopathy,Impaired muscle relaxation after exercise
Brody myopathy,Muscle pain after exercise
Brody myopathy,Painless muscle cramps
Brody myopathy,Stiff muscles after exercise
Aorta conditions,Chest pain
Aorta conditions,Wide pulse pressure
Aorta conditions,Heart murmurs
Aorta conditions,Hypotension
Aorta conditions,Abdominal pain
Aorta conditions,Strokes
Aorta conditions,Syncope
Briquet syndrome,Hallucinations
Briquet syndrome,Anxiety
Briquet syndrome,Headaches
Briquet syndrome,Frequently seeking medical attention
Briquet syndrome,Interpersonal difficulties
Briquet syndrome,Flirtatiousness in females
Briquet syndrome,History of multiple surgeries
Briquet syndrome,Menstrual problems
Briquet syndrome,Marital difficulties
Briquet syndrome,Abdominal pain
Briquet syndrome,Antisocial behavior
Briquet syndrome,Depression
Atr-x syndrome,Delayed development
Atr-x syndrome,Small head
Atr-x syndrome,Hemoglobinosis
Atr-x syndrome,Limited language
Atr-x syndrome,Facial hypotonia
Atr-x syndrome,Facial anomalies
Atr-x syndrome,Reduced facial muscle tone
Atr-x syndrome,Wide set eyes
Atr-x syndrome,Mental retardation
Atr-x syndrome,Abnormal genitalia
Atr-x syndrome,Seizures
Duodenal atresia,Cessation of bowel movements
Duodenal atresia,Cessation of urination
Duodenal atresia,Bile-stained vomit after birth
Duodenal atresia,Metabolic acidosis
Duodenal atresia,Polyhyrdamnios
Duodenal atresia,Upper abdominal swelling
Duodenal atresia,Infant vomiting
